date,product,quantity,unit_price,unit_cost,stock,region,channel
2024-11-12,Webcam,15,57.01,35.89,43,East,Retail
2024-11-13,Smart Speaker,21,75.52,43.68,79,East,Online
2024-11-13,Wireless Headphones,24,89.36,52.29,112,East,Wholesale
2024-11-13,Office Chair,11,146.66,79.85,26,East,Online
2024-11-13,Gaming Mouse,35,42.79,23.65,53,East,Wholesale
2024-11-13,LED Monitor,17,198.2,112.32,66,East,Online
2024-11-13,Laptop Stand,22,38.86,22.78,40,East,Retail
2024-11-13,Mechanical Keyboard,17,91.32,54.89,88,West,Online
2024-11-13,Webcam,14,56.05,32.26,34,East,Wholesale
2024-11-14,Smart Speaker,22,75.21,44.91,70,East,Retail
2024-11-14,Wireless Headphones,20,89.85,51.39,80,North,Online
2024-11-14,Office Chair,10,147.79,86.37,30,West,Retail
2024-11-14,Gaming Mouse,28,43.42,28.48,63,North,Online
2024-11-14,LED Monitor,11,199.45,116.89,25,East,Retail
2024-11-14,Laptop Stand,13,37.17,20.7,60,South,Retail
2024-11-14,Mechanical Keyboard,16,95.06,55.1,68,South,Wholesale
2024-11-14,Webcam,16,59.95,37.37,56,South,Retail
2024-11-15,Smart Speaker,18,76.78,46.03,14,East,Wholesale
2024-11-15,Wireless Headphones,19,91.43,52.97,94,West,Wholesale
2024-11-15,Office Chair,12,161.54,88.67,37,East,Online
2024-11-15,Gaming Mouse,16,41.58,25.77,87,North,Wholesale
2024-11-15,LED Monitor,13,214.96,125.82,39,East,Online
2024-11-15,Laptop Stand,22,35.37,19.83,90,East,Wholesale
2024-11-15,Mechanical Keyboard,20,94.78,54.83,50,North,Wholesale
2024-11-15,Webcam,17,58.75,37.56,58,North,Online
2024-11-16,Smart Speaker,16,78.42,50.18,68,South,Wholesale
2024-11-16,Wireless Headphones,18,90.79,57.22,70,South,Retail
2024-11-16,Office Chair,9,153.22,88.12,31,East,Online
2024-11-16,Gaming Mouse,21,42.08,23.31,91,North,Wholesale
2024-11-16,LED Monitor,15,199.41,119.09,34,East,Retail
2024-11-16,Laptop Stand,19,36.07,21.07,65,South,Online
2024-11-16,Mechanical Keyboard,15,101.74,67.28,21,West,Online
2024-11-16,Webcam,10,57.79,35.07,50,South,Online
2024-11-17,Smart Speaker,16,72.21,41.35,44,East,Retail
2024-11-17,Wireless Headphones,15,85.51,51.56,67,North,Retail
2024-11-17,Office Chair,6,146.95,88.15,0,North,Online
2024-11-17,Gaming Mouse,15,43.24,23.93,104,North,Retail
2024-11-17,LED Monitor,7,202.82,106.63,45,North,Retail
2024-11-17,Laptop Stand,18,34.85,21.03,17,South,Wholesale
2024-11-17,Mechanical Keyboard,15,91.29,57.32,48,North,Retail
2024-11-17,Webcam,16,56.38,32.56,42,North,Wholesale
2024-11-18,Smart Speaker,17,74.46,42.74,47,East,Wholesale
2024-11-18,Wireless Headphones,21,87.77,49.42,48,North,Retail
2024-11-18,Office Chair,9,163.13,93.6,43,North,Online
2024-11-18,Gaming Mouse,27,41.76,23.62,82,South,Online
2024-11-18,LED Monitor,8,204.39,120.04,34,North,Retail
2024-11-18,Laptop Stand,14,36.28,22.8,65,South,Retail
2024-11-18,Mechanical Keyboard,18,95.82,58.06,69,West,Wholesale
2024-11-18,Webcam,15,55.96,30.07,39,West,Retail
2024-11-19,Smart Speaker,12,75.82,45.71,53,South,Wholesale
2024-11-19,Wireless Headphones,19,92.2,49.3,104,South,Wholesale
2024-11-19,Office Chair,11,145.73,83.88,44,East,Wholesale
2024-11-19,Gaming Mouse,29,42.13,23.62,113,North,Wholesale
2024-11-19,LED Monitor,15,209.22,130.39,51,North,Online
2024-11-19,Laptop Stand,18,35.62,21.24,39,North,Wholesale
2024-11-19,Mechanical Keyboard,26,95.79,51.69,21,North,Wholesale
2024-11-19,Webcam,15,59.78,33.72,64,North,Retail
2024-11-20,Smart Speaker,15,72.96,39.7,102,North,Retail
2024-11-20,Wireless Headphones,26,87.33,47.9,63,North,Online
2024-11-20,Office Chair,10,150.28,87.86,43,West,Online
2024-11-20,Gaming Mouse,29,42.95,25.84,38,East,Retail
2024-11-20,LED Monitor,11,188.77,113.99,50,East,Retail
2024-11-20,Laptop Stand,11,38.59,21.35,127,South,Retail
2024-11-20,Mechanical Keyboard,16,88.6,52.35,28,South,Retail
2024-11-20,Webcam,11,59.58,35.83,87,South,Retail
2024-11-21,Smart Speaker,17,70.66,40.27,38,North,Online
2024-11-21,Wireless Headphones,26,92.09,51.08,99,North,Retail
2024-11-21,Office Chair,10,151.16,85.13,61,South,Wholesale
2024-11-21,Gaming Mouse,27,41.61,27.19,127,East,Online
2024-11-21,LED Monitor,13,196.52,114.84,28,East,Retail
2024-11-21,Laptop Stand,26,34.34,18.75,48,North,Online
2024-11-21,Mechanical Keyboard,25,99.37,60.45,49,North,Online
2024-11-21,Webcam,11,59.59,35.44,72,South,Wholesale
2024-11-22,Smart Speaker,15,74.44,45.17,14,North,Retail
2024-11-22,Wireless Headphones,20,85.7,44.35,59,East,Wholesale
2024-11-22,Office Chair,13,156.93,100.26,30,North,Wholesale
2024-11-22,Gaming Mouse,22,41.24,23.08,2,West,Online
2024-11-22,LED Monitor,11,192.45,104.81,35,South,Wholesale
2024-11-22,Laptop Stand,26,33.91,19.31,29,North,Wholesale
2024-11-22,Mechanical Keyboard,18,93.86,54.64,40,South,Wholesale
2024-11-22,Webcam,15,59.36,29.68,40,East,Wholesale
2024-11-23,Smart Speaker,18,69.22,39.5,19,East,Retail
2024-11-23,Wireless Headphones,20,86.61,50.32,0,West,Wholesale
2024-11-23,Office Chair,10,159.59,83.27,24,East,Wholesale
2024-11-23,Gaming Mouse,17,42.34,24.64,126,South,Online
2024-11-23,LED Monitor,12,203.92,110.16,33,East,Wholesale
2024-11-23,Laptop Stand,17,37.07,22.12,35,North,Retail
2024-11-23,Mechanical Keyboard,21,93.21,54.47,45,South,Online
2024-11-23,Webcam,9,60.86,33.88,59,South,Retail
2024-11-24,Smart Speaker,13,77.14,47.04,50,East,Online
2024-11-24,Wireless Headphones,19,88.97,49.84,87,East,Wholesale
2024-11-24,Office Chair,13,153.29,89.0,41,North,Wholesale
2024-11-24,Gaming Mouse,22,41.96,25.46,49,South,Online
2024-11-24,LED Monitor,12,203.99,117.7,70,North,Wholesale
2024-11-24,Laptop Stand,17,35.78,19.34,29,West,Online
2024-11-24,Mechanical Keyboard,20,95.89,54.22,80,North,Wholesale
2024-11-24,Webcam,16,56.27,31.8,75,South,Online
2024-11-25,Smart Speaker,15,75.86,46.29,36,West,Online
2024-11-25,Wireless Headphones,25,85.39,49.56,31,North,Retail
2024-11-25,Office Chair,9,157.59,89.88,23,West,Online
2024-11-25,Gaming Mouse,20,42.63,26.17,74,West,Retail
2024-11-25,LED Monitor,14,183.94,109.65,101,East,Retail
2024-11-25,Laptop Stand,19,36.94,23.25,88,East,Retail
2024-11-25,Mechanical Keyboard,20,104.64,62.65,25,North,Online
2024-11-25,Webcam,11,60.5,33.36,45,North,Online
2024-11-26,Smart Speaker,16,77.85,45.39,39,West,Wholesale
2024-11-26,Wireless Headphones,15,85.1,49.64,103,West,Online
2024-11-26,Office Chair,15,151.11,86.56,17,South,Wholesale
2024-11-26,Gaming Mouse,38,39.41,22.45,132,West,Wholesale
2024-11-26,LED Monitor,16,206.46,120.23,55,South,Online
2024-11-26,Laptop Stand,29,35.92,20.26,37,West,Wholesale
2024-11-26,Mechanical Keyboard,14,95.15,55.48,45,South,Online
2024-11-26,Webcam,23,57.75,32.74,69,East,Online
2024-11-27,Smart Speaker,22,74.43,42.61,9,North,Retail
2024-11-27,Wireless Headphones,16,90.18,48.62,115,East,Wholesale
2024-11-27,Office Chair,11,150.42,90.05,22,East,Retail
2024-11-27,Gaming Mouse,34,42.52,24.36,109,North,Wholesale
2024-11-27,LED Monitor,16,192.34,123.5,33,West,Online
2024-11-27,Laptop Stand,21,37.02,22.29,102,West,Online
2024-11-27,Mechanical Keyboard,24,102.2,58.48,61,North,Online
2024-11-27,Webcam,15,61.47,33.8,27,East,Retail
2024-11-28,Smart Speaker,19,79.49,45.03,55,West,Wholesale
2024-11-28,Wireless Headphones,23,83.47,50.13,80,East,Online
2024-11-28,Office Chair,10,150.15,90.36,15,West,Online
2024-11-28,Gaming Mouse,37,44.18,23.63,60,West,Online
2024-11-28,LED Monitor,14,188.3,111.39,43,East,Online
2024-11-28,Laptop Stand,20,37.47,20.31,33,East,Retail
2024-11-28,Mechanical Keyboard,23,92.78,53.88,20,West,Wholesale
2024-11-28,Webcam,17,57.12,32.7,21,South,Retail
2024-11-29,Smart Speaker,21,74.19,40.8,41,South,Wholesale
2024-11-29,Wireless Headphones,17,93.24,53.68,121,East,Online
2024-11-29,Office Chair,10,158.48,79.21,35,East,Online
2024-11-29,Gaming Mouse,31,43.42,23.71,119,West,Online
2024-11-29,LED Monitor,11,199.37,114.42,69,West,Online
2024-11-29,Laptop Stand,20,37.13,22.75,80,North,Online
2024-11-29,Mechanical Keyboard,19,96.56,59.59,51,South,Retail
2024-11-29,Webcam,18,61.29,35.53,33,North,Wholesale
2024-11-30,Smart Speaker,17,74.82,42.67,53,North,Online
2024-11-30,Wireless Headphones,18,89.4,52.56,50,East,Retail
2024-11-30,Office Chair,12,160.26,91.62,41,East,Wholesale
2024-11-30,Gaming Mouse,18,42.99,25.12,158,West,Wholesale
2024-11-30,LED Monitor,14,199.73,116.82,20,East,Online
2024-11-30,Laptop Stand,15,35.94,18.58,42,South,Online
2024-11-30,Mechanical Keyboard,16,93.78,53.43,92,East,Wholesale
2024-11-30,Webcam,12,57.86,33.51,26,West,Wholesale
2024-12-01,Smart Speaker,18,72.91,39.89,46,South,Online
2024-12-01,Wireless Headphones,13,88.87,53.86,76,West,Retail
2024-12-01,Office Chair,12,162.86,108.14,42,East,Retail
2024-12-01,Gaming Mouse,28,41.18,24.02,51,West,Wholesale
2024-12-01,LED Monitor,11,193.24,114.48,36,South,Retail
2024-12-01,Laptop Stand,14,34.55,19.12,68,West,Wholesale
2024-12-01,Mechanical Keyboard,20,98.53,60.32,67,North,Wholesale
2024-12-01,Webcam,16,59.87,35.4,66,South,Online
2024-12-02,Smart Speaker,16,73.21,44.99,88,South,Wholesale
2024-12-02,Wireless Headphones,28,85.35,46.58,60,South,Retail
2024-12-02,Office Chair,8,158.53,95.18,50,West,Online
2024-12-02,Gaming Mouse,26,41.96,26.46,0,South,Wholesale
2024-12-02,LED Monitor,14,190.48,109.0,39,South,Retail
2024-12-02,Laptop Stand,20,36.79,21.08,49,South,Online
2024-12-02,Mechanical Keyboard,18,90.15,53.54,44,West,Wholesale
2024-12-02,Webcam,16,60.38,33.19,37,West,Retail
2024-12-03,Smart Speaker,15,77.24,48.25,25,South,Online
2024-12-03,Wireless Headphones,23,90.82,47.88,18,North,Retail
2024-12-03,Office Chair,7,152.58,89.24,43,North,Wholesale
2024-12-03,Gaming Mouse,26,43.24,25.45,59,South,Wholesale
2024-12-03,LED Monitor,16,209.91,126.7,71,East,Wholesale
2024-12-03,Laptop Stand,20,35.7,20.55,35,South,Retail
2024-12-03,Mechanical Keyboard,23,94.97,56.91,66,West,Retail
2024-12-03,Webcam,12,57.7,33.37,62,North,Retail
2024-12-04,Smart Speaker,10,71.2,41.17,57,East,Retail
2024-12-04,Wireless Headphones,27,89.25,51.68,112,East,Wholesale
2024-12-04,Office Chair,12,149.09,92.82,43,East,Retail
2024-12-04,Gaming Mouse,28,42.75,24.47,64,North,Retail
2024-12-04,LED Monitor,16,195.52,110.74,17,West,Retail
2024-12-04,Laptop Stand,21,35.59,20.85,91,East,Retail
2024-12-04,Mechanical Keyboard,22,95.19,53.59,31,North,Online
2024-12-04,Webcam,16,56.4,32.87,27,North,Online
2024-12-05,Smart Speaker,20,72.77,40.38,26,South,Online
2024-12-05,Wireless Headphones,29,87.74,50.32,106,East,Retail
2024-12-05,Office Chair,16,168.26,83.93,33,West,Wholesale
2024-12-05,Gaming Mouse,26,41.38,25.01,78,South,Wholesale
2024-12-05,LED Monitor,14,201.57,109.75,10,North,Retail
2024-12-05,Laptop Stand,19,35.83,20.35,81,South,Wholesale
2024-12-05,Mechanical Keyboard,21,90.9,48.95,48,South,Online
2024-12-05,Webcam,10,59.66,32.66,80,North,Online
2024-12-06,Smart Speaker,15,75.14,40.8,64,South,Retail
2024-12-06,Wireless Headphones,17,88.1,49.87,56,East,Retail
2024-12-06,Office Chair,9,164.41,88.82,57,North,Online
2024-12-06,Gaming Mouse,25,41.28,23.52,105,West,Online
2024-12-06,LED Monitor,16,195.19,114.29,26,East,Wholesale
2024-12-06,Laptop Stand,16,35.45,20.83,6,South,Retail
2024-12-06,Mechanical Keyboard,23,99.77,56.12,19,North,Online
2024-12-06,Webcam,8,60.25,34.56,81,East,Wholesale
2024-12-07,Smart Speaker,18,73.74,42.04,17,North,Retail
2024-12-07,Wireless Headphones,23,94.56,57.7,45,East,Retail
2024-12-07,Office Chair,7,162.99,90.73,53,North,Wholesale
2024-12-07,Gaming Mouse,23,42.77,25.23,63,East,Retail
2024-12-07,LED Monitor,13,195.44,117.44,36,East,Retail
2024-12-07,Laptop Stand,21,35.92,21.36,45,North,Wholesale
2024-12-07,Mechanical Keyboard,23,101.2,61.38,43,East,Retail
2024-12-07,Webcam,17,57.28,32.14,78,West,Online
2024-12-08,Smart Speaker,21,70.38,41.91,95,West,Retail
2024-12-08,Wireless Headphones,20,85.36,52.28,41,West,Wholesale
2024-12-08,Office Chair,8,163.45,100.46,31,South,Wholesale
2024-12-08,Gaming Mouse,32,41.46,22.67,13,North,Wholesale
2024-12-08,LED Monitor,9,193.68,116.66,33,East,Online
2024-12-08,Laptop Stand,17,36.08,23.01,49,East,Wholesale
2024-12-08,Mechanical Keyboard,12,101.11,57.2,80,West,Online
2024-12-08,Webcam,15,59.36,33.62,64,East,Wholesale
2024-12-09,Smart Speaker,19,72.99,43.1,40,West,Retail
2024-12-09,Wireless Headphones,18,89.77,52.19,51,West,Online
2024-12-09,Office Chair,11,151.66,87.38,18,North,Wholesale
2024-12-09,Gaming Mouse,32,42.4,26.08,6,South,Wholesale
2024-12-09,LED Monitor,13,188.45,107.96,47,East,Retail
2024-12-09,Laptop Stand,16,36.5,21.19,73,East,Online
2024-12-09,Mechanical Keyboard,24,95.65,60.57,36,West,Wholesale
2024-12-09,Webcam,15,57.33,34.34,39,East,Wholesale
2024-12-10,Smart Speaker,8,77.3,47.69,104,North,Online
2024-12-10,Wireless Headphones,18,87.69,50.89,39,South,Online
2024-12-10,Office Chair,17,157.59,91.35,14,West,Wholesale
2024-12-10,Gaming Mouse,29,41.57,24.71,62,South,Online
2024-12-10,LED Monitor,17,188.0,115.17,44,South,Online
2024-12-10,Laptop Stand,21,35.83,19.48,92,East,Retail
2024-12-10,Mechanical Keyboard,18,96.0,56.03,12,West,Online
2024-12-10,Webcam,18,57.23,32.81,53,North,Online
2024-12-11,Smart Speaker,15,73.91,45.07,28,East,Wholesale
2024-12-11,Wireless Headphones,18,91.93,53.06,45,East,Online
2024-12-11,Office Chair,11,148.47,81.51,12,South,Wholesale
2024-12-11,Gaming Mouse,36,40.92,24.31,53,South,Wholesale
2024-12-11,LED Monitor,12,198.27,115.31,98,North,Online
2024-12-11,Laptop Stand,20,36.86,23.74,16,East,Wholesale
2024-12-11,Mechanical Keyboard,20,94.6,53.92,24,South,Retail
2024-12-11,Webcam,12,57.59,35.21,49,West,Retail
2024-12-12,Smart Speaker,13,73.4,40.91,59,West,Retail
2024-12-12,Wireless Headphones,27,89.36,52.34,121,East,Wholesale
2024-12-12,Office Chair,10,152.03,87.3,34,South,Wholesale
2024-12-12,Gaming Mouse,17,41.18,24.33,90,South,Wholesale
2024-12-12,LED Monitor,20,203.26,126.32,61,West,Retail
2024-12-12,Laptop Stand,29,37.2,22.36,60,West,Online
2024-12-12,Mechanical Keyboard,18,98.09,54.77,55,South,Online
2024-12-12,Webcam,21,57.55,34.17,81,North,Wholesale
2024-12-13,Smart Speaker,21,70.78,46.14,76,South,Wholesale
2024-12-13,Wireless Headphones,28,85.36,48.77,113,North,Wholesale
2024-12-13,Office Chair,12,157.89,100.9,8,West,Wholesale
2024-12-13,Gaming Mouse,23,41.34,22.46,38,North,Retail
2024-12-13,LED Monitor,11,203.13,113.78,18,East,Online
2024-12-13,Laptop Stand,21,35.65,20.71,82,North,Wholesale
2024-12-13,Mechanical Keyboard,17,92.49,53.86,68,West,Wholesale
2024-12-13,Webcam,12,56.54,32.44,29,South,Wholesale
2024-12-14,Smart Speaker,11,69.91,39.85,44,East,Online
2024-12-14,Wireless Headphones,19,87.75,49.86,69,East,Retail
2024-12-14,Office Chair,13,157.65,87.62,33,South,Wholesale
2024-12-14,Gaming Mouse,30,41.12,24.8,76,East,Wholesale
2024-12-14,LED Monitor,16,199.37,114.07,50,West,Online
2024-12-14,Laptop Stand,25,36.1,20.5,46,West,Retail
2024-12-14,Mechanical Keyboard,19,93.24,57.15,21,West,Online
2024-12-14,Webcam,17,53.63,34.35,34,West,Online
2024-12-15,Smart Speaker,18,75.88,44.63,72,West,Online
2024-12-15,Wireless Headphones,29,90.63,57.91,93,East,Retail
2024-12-15,Office Chair,16,151.88,94.9,33,West,Retail
2024-12-15,Gaming Mouse,22,42.92,24.57,133,East,Wholesale
2024-12-15,LED Monitor,16,183.0,105.67,49,West,Wholesale
2024-12-15,Laptop Stand,23,35.54,20.67,93,South,Retail
2024-12-15,Mechanical Keyboard,20,94.88,52.43,63,West,Wholesale
2024-12-15,Webcam,17,57.73,35.0,61,North,Online
2024-12-16,Smart Speaker,15,72.35,43.78,52,South,Wholesale
2024-12-16,Wireless Headphones,16,91.59,51.62,81,West,Online
2024-12-16,Office Chair,9,154.76,88.97,41,East,Retail
2024-12-16,Gaming Mouse,20,42.84,26.17,75,West,Online
2024-12-16,LED Monitor,15,200.39,119.73,55,South,Retail
2024-12-16,Laptop Stand,25,37.47,21.94,19,West,Online
2024-12-16,Mechanical Keyboard,20,92.15,52.45,20,East,Wholesale
2024-12-16,Webcam,16,54.66,32.28,46,West,Retail
2024-12-17,Smart Speaker,17,71.92,40.05,42,West,Online
2024-12-17,Wireless Headphones,25,88.41,50.16,63,East,Retail
2024-12-17,Office Chair,10,151.97,103.16,45,North,Retail
2024-12-17,Gaming Mouse,33,40.66,24.69,79,West,Wholesale
2024-12-17,LED Monitor,20,201.93,123.01,57,North,Online
2024-12-17,Laptop Stand,25,37.52,21.91,127,South,Retail
2024-12-17,Mechanical Keyboard,21,96.84,56.57,26,North,Online
2024-12-17,Webcam,17,57.16,33.73,51,North,Online
2024-12-18,Smart Speaker,21,74.43,40.12,106,East,Online
2024-12-18,Wireless Headphones,25,87.93,49.71,132,East,Retail
2024-12-18,Office Chair,13,154.42,92.43,39,North,Online
2024-12-18,Gaming Mouse,31,41.35,24.3,98,South,Wholesale
2024-12-18,LED Monitor,14,202.92,112.18,35,South,Wholesale
2024-12-18,Laptop Stand,19,37.28,20.54,47,North,Wholesale
2024-12-18,Mechanical Keyboard,19,95.37,52.42,89,South,Retail
2024-12-18,Webcam,19,59.09,34.4,38,North,Online
2024-12-19,Smart Speaker,22,75.98,42.49,56,South,Online
2024-12-19,Wireless Headphones,19,89.55,50.82,41,North,Wholesale
2024-12-19,Office Chair,8,152.99,88.34,21,East,Wholesale
2024-12-19,Gaming Mouse,29,42.96,24.83,109,East,Retail
2024-12-19,LED Monitor,13,198.79,107.77,58,West,Retail
2024-12-19,Laptop Stand,26,35.57,21.76,32,North,Retail
2024-12-19,Mechanical Keyboard,22,99.93,62.96,63,East,Retail
2024-12-19,Webcam,15,60.23,33.23,59,East,Retail
2024-12-20,Smart Speaker,13,75.21,40.66,62,South,Retail
2024-12-20,Wireless Headphones,21,85.98,48.65,38,East,Online
2024-12-20,Office Chair,11,153.34,96.64,23,North,Online
2024-12-20,Gaming Mouse,21,42.11,25.92,123,East,Online
2024-12-20,LED Monitor,15,200.92,113.28,55,East,Online
2024-12-20,Laptop Stand,22,36.71,22.03,20,South,Retail
2024-12-20,Mechanical Keyboard,15,94.02,60.63,50,East,Retail
2024-12-20,Webcam,18,56.08,31.77,73,South,Online
2024-12-21,Smart Speaker,11,75.41,42.84,85,South,Online
2024-12-21,Wireless Headphones,26,94.53,52.41,60,South,Retail
2024-12-21,Office Chair,9,156.47,89.7,29,East,Retail
2024-12-21,Gaming Mouse,26,42.24,23.74,57,South,Online
2024-12-21,LED Monitor,13,194.96,114.97,6,South,Wholesale
2024-12-21,Laptop Stand,20,35.08,20.05,36,West,Online
2024-12-21,Mechanical Keyboard,18,96.59,54.62,54,East,Wholesale
2024-12-21,Webcam,14,56.1,32.07,0,South,Wholesale
2024-12-22,Smart Speaker,21,76.15,47.18,83,East,Retail
2024-12-22,Wireless Headphones,20,85.77,52.7,69,North,Wholesale
2024-12-22,Office Chair,10,165.7,95.33,54,East,Retail
2024-12-22,Gaming Mouse,21,41.29,22.67,33,East,Wholesale
2024-12-22,LED Monitor,13,198.36,118.36,5,West,Online
2024-12-22,Laptop Stand,19,36.67,21.95,101,East,Retail
2024-12-22,Mechanical Keyboard,11,96.19,56.37,29,East,Retail
2024-12-22,Webcam,14,55.27,33.17,33,South,Retail
2024-12-23,Smart Speaker,16,77.2,44.68,56,East,Wholesale
2024-12-23,Wireless Headphones,26,93.2,55.87,95,North,Online
2024-12-23,Office Chair,9,150.25,86.22,24,North,Online
2024-12-23,Gaming Mouse,18,40.02,22.9,81,West,Online
2024-12-23,LED Monitor,15,194.99,119.47,41,North,Wholesale
2024-12-23,Laptop Stand,22,34.23,19.76,28,East,Wholesale
2024-12-23,Mechanical Keyboard,17,97.28,52.5,60,East,Online
2024-12-23,Webcam,18,56.45,32.77,52,East,Wholesale
2024-12-24,Smart Speaker,14,71.64,47.58,50,West,Wholesale
2024-12-24,Wireless Headphones,23,80.37,47.2,106,East,Wholesale
2024-12-24,Office Chair,11,160.01,84.4,14,North,Retail
2024-12-24,Gaming Mouse,26,41.57,22.53,99,North,Online
2024-12-24,LED Monitor,17,199.39,116.88,15,North,Wholesale
2024-12-24,Laptop Stand,22,35.79,21.88,47,East,Wholesale
2024-12-24,Mechanical Keyboard,27,98.53,54.25,0,South,Online
2024-12-24,Webcam,17,56.49,34.75,30,East,Wholesale
2024-12-25,Smart Speaker,21,71.12,41.02,89,West,Wholesale
2024-12-25,Wireless Headphones,32,92.53,53.69,0,West,Wholesale
2024-12-25,Office Chair,14,146.59,83.59,45,North,Online
2024-12-25,Gaming Mouse,27,41.05,23.74,107,South,Retail
2024-12-25,LED Monitor,19,192.46,112.32,59,West,Online
2024-12-25,Laptop Stand,27,36.19,21.85,78,North,Online
2024-12-25,Mechanical Keyboard,19,93.88,57.9,85,East,Wholesale
2024-12-25,Webcam,18,53.18,29.93,76,South,Retail
2024-12-26,Smart Speaker,19,66.19,37.61,65,East,Retail
2024-12-26,Wireless Headphones,29,88.35,50.8,28,North,Wholesale
2024-12-26,Office Chair,9,144.98,79.37,64,East,Wholesale
2024-12-26,Gaming Mouse,30,41.25,21.71,127,East,Retail
2024-12-26,LED Monitor,14,197.62,115.99,31,South,Online
2024-12-26,Laptop Stand,19,35.06,19.52,101,North,Retail
2024-12-26,Mechanical Keyboard,22,96.53,58.77,59,North,Retail
2024-12-26,Webcam,16,58.88,31.5,0,South,Retail
2024-12-27,Smart Speaker,19,75.23,42.45,90,North,Online
2024-12-27,Wireless Headphones,25,90.85,57.38,60,South,Retail
2024-12-27,Office Chair,8,163.42,96.85,43,West,Wholesale
2024-12-27,Gaming Mouse,29,40.09,23.02,45,South,Online
2024-12-27,LED Monitor,13,193.93,104.37,77,North,Wholesale
2024-12-27,Laptop Stand,20,36.95,21.95,73,North,Retail
2024-12-27,Mechanical Keyboard,20,98.25,59.2,63,North,Wholesale
2024-12-27,Webcam,20,57.03,33.75,56,East,Wholesale
2024-12-28,Smart Speaker,14,73.08,41.31,16,West,Retail
2024-12-28,Wireless Headphones,23,92.94,55.45,0,South,Retail
2024-12-28,Office Chair,10,157.46,91.26,30,South,Retail
2024-12-28,Gaming Mouse,26,43.98,25.48,119,West,Wholesale
2024-12-28,LED Monitor,15,185.62,113.88,33,South,Wholesale
2024-12-28,Laptop Stand,17,34.51,22.06,34,East,Wholesale
2024-12-28,Mechanical Keyboard,19,94.59,54.73,22,South,Retail
2024-12-28,Webcam,12,57.2,34.76,50,West,Online
2024-12-29,Smart Speaker,20,73.98,41.71,70,West,Retail
2024-12-29,Wireless Headphones,18,94.76,54.91,66,North,Online
2024-12-29,Office Chair,14,152.15,81.19,23,North,Online
2024-12-29,Gaming Mouse,31,41.63,25.86,109,West,Online
2024-12-29,LED Monitor,14,200.28,111.16,43,West,Retail
2024-12-29,Laptop Stand,14,35.76,20.42,94,East,Retail
2024-12-29,Mechanical Keyboard,17,94.38,57.46,56,East,Wholesale
2024-12-29,Webcam,17,57.17,33.57,38,East,Online
2024-12-30,Smart Speaker,14,71.87,42.67,87,South,Retail
2024-12-30,Wireless Headphones,30,88.56,46.36,0,South,Online
2024-12-30,Office Chair,12,154.64,92.63,27,East,Online
2024-12-30,Gaming Mouse,26,42.05,24.68,54,North,Wholesale
2024-12-30,LED Monitor,13,191.97,108.22,69,North,Online
2024-12-30,Laptop Stand,19,37.17,23.95,74,North,Wholesale
2024-12-30,Mechanical Keyboard,24,93.97,54.58,24,South,Online
2024-12-30,Webcam,14,57.18,31.88,42,West,Online
2024-12-31,Smart Speaker,19,69.17,38.57,17,North,Retail
2024-12-31,Wireless Headphones,28,89.8,49.96,88,South,Online
2024-12-31,Office Chair,10,159.02,96.13,57,West,Online
2024-12-31,Gaming Mouse,37,41.27,24.75,70,South,Wholesale
2024-12-31,LED Monitor,9,195.91,114.16,40,South,Retail
2024-12-31,Laptop Stand,19,35.29,19.51,53,East,Retail
2024-12-31,Mechanical Keyboard,27,93.65,52.29,30,South,Retail
2024-12-31,Webcam,21,57.78,31.09,20,North,Online
2025-01-01,Smart Speaker,22,68.65,39.16,105,East,Wholesale
2025-01-01,Wireless Headphones,33,91.02,49.83,69,East,Retail
2025-01-01,Office Chair,11,149.74,93.62,21,South,Online
2025-01-01,Gaming Mouse,28,41.96,25.04,67,North,Retail
2025-01-01,LED Monitor,10,201.05,101.72,44,North,Online
2025-01-01,Laptop Stand,27,34.36,18.72,49,East,Retail
2025-01-01,Mechanical Keyboard,27,96.63,50.16,66,East,Wholesale
2025-01-01,Webcam,16,59.07,34.66,40,East,Retail
2025-01-02,Smart Speaker,19,71.53,40.25,71,South,Retail
2025-01-02,Wireless Headphones,25,90.73,48.69,86,South,Online
2025-01-02,Office Chair,15,152.07,87.1,57,East,Retail
2025-01-02,Gaming Mouse,24,45.75,25.05,87,North,Online
2025-01-02,LED Monitor,16,196.69,112.99,43,West,Wholesale
2025-01-02,Laptop Stand,32,35.72,21.36,59,North,Wholesale
2025-01-02,Mechanical Keyboard,19,90.79,52.22,52,West,Wholesale
2025-01-02,Webcam,13,56.83,31.43,86,South,Wholesale
2025-01-03,Smart Speaker,19,76.51,44.04,19,North,Online
2025-01-03,Wireless Headphones,27,85.07,50.34,76,South,Online
2025-01-03,Office Chair,13,149.93,82.57,48,South,Wholesale
2025-01-03,Gaming Mouse,14,42.95,23.58,102,North,Retail
2025-01-03,LED Monitor,15,204.9,119.79,78,South,Online
2025-01-03,Laptop Stand,22,36.85,21.16,102,North,Retail
2025-01-03,Mechanical Keyboard,27,103.13,60.69,75,South,Wholesale
2025-01-03,Webcam,12,55.34,34.18,54,West,Online
2025-01-04,Smart Speaker,17,67.82,38.95,33,West,Online
2025-01-04,Wireless Headphones,27,90.8,53.74,20,West,Retail
2025-01-04,Office Chair,12,161.76,104.1,7,South,Retail
