date,product,demand_units,unit_price,unit_cost,stock_on_hand,region,channel,revenue,total_cost,profit,month_start,year,month,month_name,day_of_week,week_of_year
2025-01-07,LED Monitor,13,199.48,115.74,30,East,Retail,2593.24,1504.62,1088.62,2025-01-01,2025,1,Jan,Tuesday,2
2025-01-07,Laptop Stand,25,35.91,20.75,70,North,Online,897.7499999999999,518.75,378.9999999999999,2025-01-01,2025,1,Jan,Tuesday,2
2025-01-07,Mechanical Keyboard,22,93.84,61.91,23,South,Wholesale,2064.48,1362.02,702.46,2025-01-01,2025,1,Jan,Tuesday,2
2025-01-07,Webcam,16,62.14,33.58,64,West,Wholesale,994.24,537.28,456.96000000000004,2025-01-01,2025,1,Jan,Tuesday,2
2025-01-08,Laptop Stand,27,37.19,22.59,82,South,Online,1004.1299999999999,609.93,394.19999999999993,2025-01-01,2025,1,Jan,Wednesday,2
2025-01-08,Mechanical Keyboard,24,97.02,57.85,74,North,Online,2328.48,1388.4,940.0799999999999,2025-01-01,2025,1,Jan,Wednesday,2
2025-01-08,LED Monitor,21,187.84,113.15,39,West,Online,3944.64,2376.15,1568.4899999999998,2025-01-01,2025,1,Jan,Wednesday,2
2025-01-08,Webcam,12,57.73,31.09,61,North,Online,692.76,373.08,319.68,2025-01-01,2025,1,Jan,Wednesday,2
2025-01-08,Office Chair,14,145.8,85.21,17,East,Retail,2041.2000000000003,1192.9399999999998,848.2600000000004,2025-01-01,2025,1,Jan,Wednesday,2
2025-01-08,Wireless Headphones,18,89.31,49.67,74,West,Retail,1607.58,894.0600000000001,713.5199999999999,2025-01-01,2025,1,Jan,Wednesday,2
2025-01-08,Smart Speaker,21,77.2,47.59,48,South,Online,1621.2,999.3900000000001,621.81,2025-01-01,2025,1,Jan,Wednesday,2
2025-01-08,Gaming Mouse,38,42.86,26.34,165,North,Online,1628.68,1000.92,627.7600000000001,2025-01-01,2025,1,Jan,Wednesday,2
2025-01-09,Webcam,14,57.88,36.02,67,West,Wholesale,810.32,504.28000000000003,306.04,2025-01-01,2025,1,Jan,Thursday,2
2025-01-09,Mechanical Keyboard,28,98.38,52.98,71,South,Wholesale,2754.64,1483.4399999999998,1271.2,2025-01-01,2025,1,Jan,Thursday,2
2025-01-09,Laptop Stand,21,36.54,20.0,93,West,Online,767.34,420.0,347.34000000000003,2025-01-01,2025,1,Jan,Thursday,2
2025-01-09,LED Monitor,15,191.39,118.34,61,West,Wholesale,2870.85,1775.1000000000001,1095.7499999999998,2025-01-01,2025,1,Jan,Thursday,2
2025-01-09,Wireless Headphones,28,79.98,44.04,119,South,Online,2239.44,1233.12,1006.3200000000002,2025-01-01,2025,1,Jan,Thursday,2
2025-01-09,Office Chair,14,159.79,93.71,49,East,Retail,2237.06,1311.9399999999998,925.1200000000001,2025-01-01,2025,1,Jan,Thursday,2
2025-01-09,Smart Speaker,18,74.33,44.8,2,West,Online,1337.94,806.4,531.5400000000001,2025-01-01,2025,1,Jan,Thursday,2
2025-01-09,Gaming Mouse,31,41.07,25.38,157,West,Online,1273.17,786.78,486.3900000000001,2025-01-01,2025,1,Jan,Thursday,2
2025-01-10,Mechanical Keyboard,20,98.47,55.59,37,West,Online,1969.4,1111.8000000000002,857.5999999999999,2025-01-01,2025,1,Jan,Friday,2
2025-01-10,Laptop Stand,15,36.9,22.54,0,North,Wholesale,553.5,338.09999999999997,215.40000000000003,2025-01-01,2025,1,Jan,Friday,2
2025-01-10,LED Monitor,18,196.9,107.06,75,West,Wholesale,3544.2000000000003,1927.08,1617.1200000000003,2025-01-01,2025,1,Jan,Friday,2
2025-01-10,Webcam,15,59.1,32.31,18,West,Retail,886.5,484.65000000000003,401.84999999999997,2025-01-01,2025,1,Jan,Friday,2
2025-01-10,Office Chair,15,176.84,106.23,38,South,Wholesale,2652.6,1593.45,1059.1499999999999,2025-01-01,2025,1,Jan,Friday,2
2025-01-10,Wireless Headphones,24,92.23,55.19,89,South,Wholesale,2213.52,1324.56,888.96,2025-01-01,2025,1,Jan,Friday,2
2025-01-10,Smart Speaker,16,71.44,44.06,24,South,Retail,1143.04,704.96,438.0799999999999,2025-01-01,2025,1,Jan,Friday,2
2025-01-10,Gaming Mouse,25,41.69,23.51,85,North,Retail,1042.25,587.75,454.5,2025-01-01,2025,1,Jan,Friday,2
2025-01-11,Smart Speaker,18,76.39,43.09,33,South,Wholesale,1375.02,775.6200000000001,599.3999999999999,2025-01-01,2025,1,Jan,Saturday,2
2025-01-11,Wireless Headphones,17,92.9,57.56,99,West,Retail,1579.3000000000002,978.52,600.7800000000002,2025-01-01,2025,1,Jan,Saturday,2
2025-01-11,Office Chair,10,153.86,83.26,19,North,Online,1538.6000000000001,832.6,706.0000000000001,2025-01-01,2025,1,Jan,Saturday,2
2025-01-11,Gaming Mouse,30,40.46,24.29,100,South,Wholesale,1213.8,728.6999999999999,485.1,2025-01-01,2025,1,Jan,Saturday,2
2025-01-11,LED Monitor,16,205.34,122.04,64,East,Wholesale,3285.44,1952.64,1332.8,2025-01-01,2025,1,Jan,Saturday,2
2025-01-11,Laptop Stand,21,35.95,20.59,78,North,Online,754.95,432.39,322.56000000000006,2025-01-01,2025,1,Jan,Saturday,2
2025-01-11,Mechanical Keyboard,21,95.41,53.23,89,East,Retail,2003.61,1117.83,885.78,2025-01-01,2025,1,Jan,Saturday,2
2025-01-11,Webcam,12,57.61,30.4,48,West,Online,691.3199999999999,364.79999999999995,326.52,2025-01-01,2025,1,Jan,Saturday,2
2025-01-12,Mechanical Keyboard,22,101.74,60.72,44,North,Retail,2238.2799999999997,1335.84,902.4399999999998,2025-01-01,2025,1,Jan,Sunday,2
2025-01-12,Webcam,14,58.33,31.57,25,South,Retail,816.62,441.98,374.64,2025-01-01,2025,1,Jan,Sunday,2
2025-01-12,Laptop Stand,17,38.22,20.94,87,North,Wholesale,649.74,355.98,293.76,2025-01-01,2025,1,Jan,Sunday,2
2025-01-12,LED Monitor,15,186.82,110.7,56,South,Retail,2802.2999999999997,1660.5,1141.7999999999997,2025-01-01,2025,1,Jan,Sunday,2
2025-01-12,Office Chair,10,151.1,86.16,34,East,Retail,1511.0,861.5999999999999,649.4000000000001,2025-01-01,2025,1,Jan,Sunday,2
2025-01-12,Wireless Headphones,28,88.9,48.54,26,South,Retail,2489.2000000000003,1359.12,1130.0800000000004,2025-01-01,2025,1,Jan,Sunday,2
2025-01-12,Smart Speaker,16,78.1,42.59,72,West,Wholesale,1249.6,681.44,568.1599999999999,2025-01-01,2025,1,Jan,Sunday,2
2025-01-12,Gaming Mouse,21,41.0,23.58,76,East,Retail,861.0,495.17999999999995,365.82000000000005,2025-01-01,2025,1,Jan,Sunday,2
2025-01-13,Webcam,16,57.13,33.53,61,East,Wholesale,914.08,536.48,377.6,2025-01-01,2025,1,Jan,Monday,3
2025-01-13,Laptop Stand,21,36.73,19.81,48,North,Online,771.3299999999999,416.01,355.31999999999994,2025-01-01,2025,1,Jan,Monday,3
2025-01-13,LED Monitor,12,193.71,107.1,88,South,Retail,2324.52,1285.1999999999998,1039.3200000000002,2025-01-01,2025,1,Jan,Monday,3
2025-01-13,Mechanical Keyboard,23,95.67,56.2,66,East,Wholesale,2200.41,1292.6000000000001,907.8099999999997,2025-01-01,2025,1,Jan,Monday,3
2025-01-13,Office Chair,12,154.18,92.16,20,South,Wholesale,1850.16,1105.92,744.24,2025-01-01,2025,1,Jan,Monday,3
2025-01-13,Wireless Headphones,24,85.5,49.78,44,West,Wholesale,2052.0,1194.72,857.28,2025-01-01,2025,1,Jan,Monday,3
2025-01-13,Smart Speaker,20,69.59,41.4,35,West,Wholesale,1391.8000000000002,828.0,563.8000000000002,2025-01-01,2025,1,Jan,Monday,3
2025-01-13,Gaming Mouse,32,40.38,22.09,125,North,Online,1292.16,706.88,585.2800000000001,2025-01-01,2025,1,Jan,Monday,3
2025-01-14,Webcam,17,55.98,31.94,73,East,Wholesale,951.66,542.98,408.67999999999995,2025-01-01,2025,1,Jan,Tuesday,3
2025-01-14,Smart Speaker,16,71.41,42.27,104,West,Online,1142.56,676.32,466.2399999999999,2025-01-01,2025,1,Jan,Tuesday,3
2025-01-14,Wireless Headphones,25,89.7,48.97,132,West,Online,2242.5,1224.25,1018.25,2025-01-01,2025,1,Jan,Tuesday,3
2025-01-14,Office Chair,12,154.1,86.94,66,South,Wholesale,1849.1999999999998,1043.28,805.9199999999998,2025-01-01,2025,1,Jan,Tuesday,3
2025-01-14,Gaming Mouse,32,42.84,23.9,104,East,Retail,1370.88,764.8,606.0800000000002,2025-01-01,2025,1,Jan,Tuesday,3
2025-01-14,LED Monitor,12,199.75,115.58,54,North,Retail,2397.0,1386.96,1010.04,2025-01-01,2025,1,Jan,Tuesday,3
2025-01-14,Laptop Stand,26,37.69,20.53,63,West,Retail,979.9399999999999,533.78,446.15999999999997,2025-01-01,2025,1,Jan,Tuesday,3
2025-01-14,Mechanical Keyboard,24,97.54,64.63,88,South,Retail,2340.96,1551.12,789.8400000000001,2025-01-01,2025,1,Jan,Tuesday,3
2025-01-15,Mechanical Keyboard,17,96.41,58.6,43,North,Online,1638.97,996.2,642.77,2025-01-01,2025,1,Jan,Wednesday,3
2025-01-15,Laptop Stand,27,34.22,20.49,58,West,Retail,923.9399999999999,553.2299999999999,370.71000000000004,2025-01-01,2025,1,Jan,Wednesday,3
2025-01-15,Webcam,20,58.97,29.9,108,East,Wholesale,1179.4,598.0,581.4000000000001,2025-01-01,2025,1,Jan,Wednesday,3
2025-01-15,LED Monitor,20,193.85,115.73,60,East,Online,3877.0,2314.6,1562.4,2025-01-01,2025,1,Jan,Wednesday,3
2025-01-15,Smart Speaker,22,73.44,41.77,57,West,Online,1615.6799999999998,918.94,696.7399999999998,2025-01-01,2025,1,Jan,Wednesday,3
2025-01-15,Office Chair,13,163.49,92.77,45,North,Wholesale,2125.37,1206.01,919.3599999999999,2025-01-01,2025,1,Jan,Wednesday,3
2025-01-15,Wireless Headphones,32,85.87,51.77,58,West,Retail,2747.84,1656.64,1091.2,2025-01-01,2025,1,Jan,Wednesday,3
2025-01-15,Gaming Mouse,27,41.89,23.96,74,West,Online,1131.03,646.9200000000001,484.1099999999999,2025-01-01,2025,1,Jan,Wednesday,3
2025-01-16,Smart Speaker,22,73.63,38.61,79,North,Wholesale,1619.86,849.42,770.4399999999999,2025-01-01,2025,1,Jan,Thursday,3
2025-01-16,Wireless Headphones,29,88.32,51.86,51,West,Wholesale,2561.2799999999997,1503.94,1057.3399999999997,2025-01-01,2025,1,Jan,Thursday,3
2025-01-16,Office Chair,10,167.18,108.19,71,East,Online,1671.8000000000002,1081.9,589.9000000000001,2025-01-01,2025,1,Jan,Thursday,3
2025-01-16,Gaming Mouse,30,43.71,25.23,25,West,Wholesale,1311.3,756.9,554.4,2025-01-01,2025,1,Jan,Thursday,3
2025-01-16,LED Monitor,20,197.78,107.44,36,West,Wholesale,3955.6,2148.8,1806.7999999999997,2025-01-01,2025,1,Jan,Thursday,3
2025-01-16,Laptop Stand,28,33.98,20.0,44,East,Wholesale,951.4399999999999,560.0,391.43999999999994,2025-01-01,2025,1,Jan,Thursday,3
2025-01-16,Mechanical Keyboard,23,94.88,57.42,27,South,Online,2182.24,1320.66,861.5799999999997,2025-01-01,2025,1,Jan,Thursday,3
2025-01-16,Webcam,10,53.57,33.96,106,East,Retail,535.7,339.6,196.10000000000002,2025-01-01,2025,1,Jan,Thursday,3
2025-01-17,Webcam,15,56.64,33.7,23,South,Retail,849.6,505.50000000000006,344.09999999999997,2025-01-01,2025,1,Jan,Friday,3
2025-01-17,Mechanical Keyboard,19,93.51,53.6,29,North,Retail,1776.69,1018.4,758.2900000000001,2025-01-01,2025,1,Jan,Friday,3
2025-01-17,Laptop Stand,24,36.23,22.72,84,North,Online,869.52,545.28,324.24,2025-01-01,2025,1,Jan,Friday,3
2025-01-17,LED Monitor,10,197.33,123.07,30,West,Retail,1973.3000000000002,1230.6999999999998,742.6000000000004,2025-01-01,2025,1,Jan,Friday,3
2025-01-17,Smart Speaker,16,73.23,44.39,43,North,Wholesale,1171.68,710.24,461.44000000000005,2025-01-01,2025,1,Jan,Friday,3
2025-01-17,Office Chair,13,152.44,89.0,62,North,Online,1981.72,1157.0,824.72,2025-01-01,2025,1,Jan,Friday,3
2025-01-17,Wireless Headphones,25,87.23,49.22,86,South,Wholesale,2180.75,1230.5,950.25,2025-01-01,2025,1,Jan,Friday,3
2025-01-17,Gaming Mouse,34,39.37,22.28,89,East,Wholesale,1338.58,757.52,581.06,2025-01-01,2025,1,Jan,Friday,3
2025-01-18,Laptop Stand,24,36.06,21.05,120,North,Retail,865.44,505.20000000000005,360.24,2025-01-01,2025,1,Jan,Saturday,3
2025-01-18,Webcam,18,59.52,32.54,70,West,Retail,1071.3600000000001,585.72,485.6400000000001,2025-01-01,2025,1,Jan,Saturday,3
2025-01-18,Mechanical Keyboard,20,96.72,54.06,55,North,Online,1934.4,1081.2,853.2,2025-01-01,2025,1,Jan,Saturday,3
2025-01-18,LED Monitor,15,195.41,114.7,70,North,Retail,2931.15,1720.5,1210.65,2025-01-01,2025,1,Jan,Saturday,3
2025-01-18,Smart Speaker,16,77.0,43.75,70,South,Online,1232.0,700.0,532.0,2025-01-01,2025,1,Jan,Saturday,3
2025-01-18,Office Chair,13,158.74,88.39,20,North,Wholesale,2063.62,1149.07,914.55,2025-01-01,2025,1,Jan,Saturday,3
2025-01-18,Wireless Headphones,27,89.34,47.36,107,West,Retail,2412.1800000000003,1278.72,1133.4600000000003,2025-01-01,2025,1,Jan,Saturday,3
2025-01-18,Gaming Mouse,26,43.38,24.93,125,West,Online,1127.88,648.18,479.70000000000016,2025-01-01,2025,1,Jan,Saturday,3
2025-01-19,Smart Speaker,15,77.46,48.33,62,South,Online,1161.8999999999999,724.9499999999999,436.94999999999993,2025-01-01,2025,1,Jan,Sunday,3
2025-01-19,Wireless Headphones,28,93.35,56.18,28,South,Online,2613.7999999999997,1573.04,1040.7599999999998,2025-01-01,2025,1,Jan,Sunday,3
2025-01-19,Office Chair,14,152.24,83.6,45,South,Online,2131.36,1170.3999999999999,960.9600000000003,2025-01-01,2025,1,Jan,Sunday,3
2025-01-19,Gaming Mouse,30,43.09,24.26,41,South,Retail,1292.7,727.8000000000001,564.9,2025-01-01,2025,1,Jan,Sunday,3
2025-01-19,LED Monitor,13,199.01,107.41,40,North,Online,2587.13,1396.33,1190.8000000000002,2025-01-01,2025,1,Jan,Sunday,3
2025-01-19,Laptop Stand,25,35.01,19.08,68,South,Wholesale,875.25,476.99999999999994,398.25000000000006,2025-01-01,2025,1,Jan,Sunday,3
2025-01-19,Mechanical Keyboard,22,94.28,55.52,105,North,Online,2074.16,1221.44,852.7199999999998,2025-01-01,2025,1,Jan,Sunday,3
2025-01-19,Webcam,11,58.41,37.46,19,East,Online,642.51,412.06,230.45,2025-01-01,2025,1,Jan,Sunday,3
2025-01-20,Webcam,11,53.97,31.31,55,South,Wholesale,593.67,344.40999999999997,249.26,2025-01-01,2025,1,Jan,Monday,4
2025-01-20,Mechanical Keyboard,17,94.76,54.05,46,South,Wholesale,1610.92,918.8499999999999,692.0700000000002,2025-01-01,2025,1,Jan,Monday,4
2025-01-20,Laptop Stand,24,35.63,19.09,71,East,Online,855.1200000000001,458.15999999999997,396.96000000000015,2025-01-01,2025,1,Jan,Monday,4
2025-01-20,LED Monitor,16,199.45,111.17,16,East,Wholesale,3191.2,1778.72,1412.4799999999998,2025-01-01,2025,1,Jan,Monday,4
2025-01-20,Office Chair,13,166.14,98.65,52,South,Online,2159.8199999999997,1282.45,877.3699999999997,2025-01-01,2025,1,Jan,Monday,4
2025-01-20,Wireless Headphones,32,88.63,50.47,54,East,Retail,2836.16,1615.04,1221.12,2025-01-01,2025,1,Jan,Monday,4
2025-01-20,Smart Speaker,18,74.25,43.5,90,West,Retail,1336.5,783.0,553.5,2025-01-01,2025,1,Jan,Monday,4
2025-01-20,Gaming Mouse,29,43.45,27.82,156,North,Retail,1260.0500000000002,806.78,453.2700000000002,2025-01-01,2025,1,Jan,Monday,4
2025-01-21,Smart Speaker,18,71.62,41.52,50,North,Online,1289.16,747.36,541.8000000000001,2025-01-01,2025,1,Jan,Tuesday,4
2025-01-21,Wireless Headphones,26,88.83,58.12,76,North,Online,2309.58,1511.12,798.46,2025-01-01,2025,1,Jan,Tuesday,4
2025-01-21,Office Chair,15,158.97,93.58,45,South,Online,2384.55,1403.7,980.8500000000001,2025-01-01,2025,1,Jan,Tuesday,4
2025-01-21,Gaming Mouse,29,42.48,27.22,153,East,Retail,1231.9199999999998,789.38,442.53999999999985,2025-01-01,2025,1,Jan,Tuesday,4
2025-01-21,LED Monitor,20,191.98,109.85,75,East,Wholesale,3839.6,2197.0,1642.6,2025-01-01,2025,1,Jan,Tuesday,4
2025-01-21,Laptop Stand,22,35.39,22.84,80,West,Online,778.58,502.48,276.1,2025-01-01,2025,1,Jan,Tuesday,4
2025-01-21,Mechanical Keyboard,24,96.83,55.27,100,West,Retail,2323.92,1326.48,997.44,2025-01-01,2025,1,Jan,Tuesday,4
2025-01-21,Webcam,15,57.28,34.79,52,East,Retail,859.2,521.85,337.35,2025-01-01,2025,1,Jan,Tuesday,4
2025-01-22,Mechanical Keyboard,20,93.23,54.29,64,North,Online,1864.6000000000001,1085.8,778.8000000000002,2025-01-01,2025,1,Jan,Wednesday,4
2025-01-22,Laptop Stand,31,36.76,20.53,103,South,Retail,1139.56,636.4300000000001,503.1299999999999,2025-01-01,2025,1,Jan,Wednesday,4
2025-01-22,LED Monitor,12,200.07,110.1,23,West,Wholesale,2400.84,1321.1999999999998,1079.6400000000003,2025-01-01,2025,1,Jan,Wednesday,4
2025-01-22,Webcam,18,58.05,34.61,60,North,Retail,1044.8999999999999,622.98,421.91999999999985,2025-01-01,2025,1,Jan,Wednesday,4
2025-01-22,Office Chair,11,157.47,82.04,22,South,Retail,1732.17,902.44,829.73,2025-01-01,2025,1,Jan,Wednesday,4
2025-01-22,Wireless Headphones,23,89.39,51.93,46,North,Online,2055.97,1194.39,861.5799999999997,2025-01-01,2025,1,Jan,Wednesday,4
2025-01-22,Smart Speaker,25,76.86,43.54,70,West,Online,1921.5,1088.5,833.0,2025-01-01,2025,1,Jan,Wednesday,4
2025-01-22,Gaming Mouse,35,39.35,22.86,175,North,Online,1377.25,800.1,577.15,2025-01-01,2025,1,Jan,Wednesday,4
2025-01-23,Mechanical Keyboard,23,101.03,56.33,102,North,Online,2323.69,1295.59,1028.1000000000001,2025-01-01,2025,1,Jan,Thursday,4
2025-01-23,Laptop Stand,28,35.28,19.21,68,South,Online,987.84,537.88,449.96000000000004,2025-01-01,2025,1,Jan,Thursday,4
2025-01-23,LED Monitor,20,207.07,118.93,71,North,Online,4141.4,2378.6000000000004,1762.7999999999993,2025-01-01,2025,1,Jan,Thursday,4
2025-01-23,Webcam,19,58.44,35.05,61,North,Retail,1110.36,665.9499999999999,444.40999999999997,2025-01-01,2025,1,Jan,Thursday,4
2025-01-23,Office Chair,19,152.27,86.03,34,North,Retail,2893.13,1634.57,1258.5600000000002,2025-01-01,2025,1,Jan,Thursday,4
2025-01-23,Wireless Headphones,22,94.62,51.08,69,South,Online,2081.6400000000003,1123.76,957.8800000000003,2025-01-01,2025,1,Jan,Thursday,4
2025-01-23,Smart Speaker,22,76.14,42.89,60,West,Wholesale,1675.08,943.58,731.4999999999999,2025-01-01,2025,1,Jan,Thursday,4
2025-01-23,Gaming Mouse,30,41.8,19.82,98,East,Wholesale,1254.0,594.6,659.4,2025-01-01,2025,1,Jan,Thursday,4
2025-01-24,Smart Speaker,22,78.48,44.14,8,South,Retail,1726.5600000000002,971.08,755.4800000000001,2025-01-01,2025,1,Jan,Friday,4
2025-01-24,Wireless Headphones,24,88.59,52.86,60,East,Online,2126.16,1268.6399999999999,857.52,2025-01-01,2025,1,Jan,Friday,4
2025-01-24,Office Chair,12,162.97,94.67,16,East,Online,1955.6399999999999,1136.04,819.5999999999999,2025-01-01,2025,1,Jan,Friday,4
2025-01-24,Gaming Mouse,30,40.34,21.51,117,East,Retail,1210.2,645.3000000000001,564.9,2025-01-01,2025,1,Jan,Friday,4
2025-01-24,LED Monitor,15,200.04,117.15,61,West,Retail,3000.6,1757.25,1243.35,2025-01-01,2025,1,Jan,Friday,4
2025-01-24,Laptop Stand,12,35.7,21.26,57,West,Wholesale,428.40000000000003,255.12,173.28000000000003,2025-01-01,2025,1,Jan,Friday,4
2025-01-24,Mechanical Keyboard,24,96.27,60.19,98,West,Retail,2310.48,1444.56,865.9200000000001,2025-01-01,2025,1,Jan,Friday,4
2025-01-24,Webcam,16,52.21,29.77,19,West,Wholesale,835.36,476.32,359.04,2025-01-01,2025,1,Jan,Friday,4
2025-01-25,Laptop Stand,20,35.73,21.34,52,North,Wholesale,714.5999999999999,426.8,287.7999999999999,2025-01-01,2025,1,Jan,Saturday,4
2025-01-25,Webcam,20,56.81,35.37,82,West,Retail,1136.2,707.4,428.80000000000007,2025-01-01,2025,1,Jan,Saturday,4
2025-01-25,LED Monitor,11,189.59,110.01,72,East,Retail,2085.4900000000002,1210.1100000000001,875.3800000000001,2025-01-01,2025,1,Jan,Saturday,4
2025-01-25,Mechanical Keyboard,15,94.08,57.89,64,North,Retail,1411.2,868.35,542.85,2025-01-01,2025,1,Jan,Saturday,4
2025-01-25,Office Chair,10,153.38,88.22,29,East,Retail,1533.8,882.2,651.5999999999999,2025-01-01,2025,1,Jan,Saturday,4
2025-01-25,Wireless Headphones,25,84.92,47.82,61,West,Online,2123.0,1195.5,927.5,2025-01-01,2025,1,Jan,Saturday,4
2025-01-25,Smart Speaker,19,75.8,47.14,55,North,Online,1440.2,895.66,544.5400000000001,2025-01-01,2025,1,Jan,Saturday,4
2025-01-25,Gaming Mouse,32,43.71,24.92,135,West,Retail,1398.72,797.44,601.28,2025-01-01,2025,1,Jan,Saturday,4
2025-01-26,Mechanical Keyboard,14,95.99,61.35,42,East,Retail,1343.86,858.9,484.9599999999999,2025-01-01,2025,1,Jan,Sunday,4
2025-01-26,Laptop Stand,14,37.77,22.32,68,East,Retail,528.7800000000001,312.48,216.30000000000007,2025-01-01,2025,1,Jan,Sunday,4
2025-01-26,LED Monitor,17,198.06,105.8,18,East,Retail,3367.02,1798.6,1568.42,2025-01-01,2025,1,Jan,Sunday,4
2025-01-26,Webcam,15,58.11,35.82,42,West,Retail,871.65,537.3,334.35,2025-01-01,2025,1,Jan,Sunday,4
2025-01-26,Office Chair,14,154.88,91.14,35,West,Wholesale,2168.3199999999997,1275.96,892.3599999999997,2025-01-01,2025,1,Jan,Sunday,4
2025-01-26,Wireless Headphones,28,93.08,52.14,87,East,Retail,2606.24,1459.92,1146.3199999999997,2025-01-01,2025,1,Jan,Sunday,4
2025-01-26,Smart Speaker,13,79.93,47.29,48,East,Wholesale,1039.0900000000001,614.77,424.32000000000016,2025-01-01,2025,1,Jan,Sunday,4
2025-01-26,Gaming Mouse,24,43.16,26.96,65,South,Online,1035.84,647.04,388.79999999999995,2025-01-01,2025,1,Jan,Sunday,4
2025-01-27,Smart Speaker,25,74.12,45.42,41,North,Online,1853.0,1135.5,717.5,2025-01-01,2025,1,Jan,Monday,5
2025-01-27,Wireless Headphones,28,90.35,52.76,61,South,Retail,2529.7999999999997,1477.28,1052.5199999999998,2025-01-01,2025,1,Jan,Monday,5
2025-01-27,Office Chair,12,160.21,91.95,12,South,Retail,1922.52,1103.4,819.1199999999999,2025-01-01,2025,1,Jan,Monday,5
2025-01-27,Gaming Mouse,21,42.91,23.41,107,North,Retail,901.1099999999999,491.61,409.4999999999999,2025-01-01,2025,1,Jan,Monday,5
2025-01-27,LED Monitor,16,201.04,117.56,0,North,Retail,3216.64,1880.96,1335.6799999999998,2025-01-01,2025,1,Jan,Monday,5
2025-01-27,Laptop Stand,26,38.07,24.01,26,West,Retail,989.82,624.26,365.56000000000006,2025-01-01,2025,1,Jan,Monday,5
2025-01-27,Mechanical Keyboard,16,101.11,61.72,78,East,Online,1617.76,987.52,630.24,2025-01-01,2025,1,Jan,Monday,5
2025-01-27,Webcam,22,60.46,37.17,65,East,Online,1330.1200000000001,817.74,512.3800000000001,2025-01-01,2025,1,Jan,Monday,5
2025-01-28,Webcam,13,58.27,33.07,16,East,Retail,757.51,429.91,327.59999999999997,2025-01-01,2025,1,Jan,Tuesday,5
2025-01-28,Mechanical Keyboard,16,95.6,52.11,118,North,Online,1529.6,833.76,695.8399999999999,2025-01-01,2025,1,Jan,Tuesday,5
2025-01-28,Laptop Stand,20,36.26,21.79,13,South,Online,725.1999999999999,435.79999999999995,289.4,2025-01-01,2025,1,Jan,Tuesday,5
2025-01-28,LED Monitor,20,200.91,114.86,50,South,Retail,4018.2,2297.2,1721.0,2025-01-01,2025,1,Jan,Tuesday,5
2025-01-28,Office Chair,12,165.22,97.92,53,West,Wholesale,1982.6399999999999,1175.04,807.5999999999999,2025-01-01,2025,1,Jan,Tuesday,5
2025-01-28,Wireless Headphones,37,86.67,49.58,99,West,Wholesale,3206.79,1834.46,1372.33,2025-01-01,2025,1,Jan,Tuesday,5
2025-01-28,Smart Speaker,24,76.11,43.71,53,North,Wholesale,1826.6399999999999,1049.04,777.5999999999999,2025-01-01,2025,1,Jan,Tuesday,5
2025-01-28,Gaming Mouse,30,41.87,22.71,91,East,Online,1256.1,681.3000000000001,574.7999999999998,2025-01-01,2025,1,Jan,Tuesday,5
2025-01-29,Webcam,15,58.53,31.58,45,East,Retail,877.95,473.7,404.25000000000006,2025-01-01,2025,1,Jan,Wednesday,5
2025-01-29,Laptop Stand,26,37.76,22.91,60,West,Retail,981.76,595.66,386.1,2025-01-01,2025,1,Jan,Wednesday,5
2025-01-29,LED Monitor,23,201.2,114.39,25,North,Wholesale,4627.599999999999,2630.97,1996.6299999999997,2025-01-01,2025,1,Jan,Wednesday,5
2025-01-29,Mechanical Keyboard,30,100.91,52.85,91,West,Online,3027.2999999999997,1585.5,1441.7999999999997,2025-01-01,2025,1,Jan,Wednesday,5
2025-01-29,Office Chair,17,157.51,85.74,32,South,Online,2677.67,1457.58,1220.0900000000001,2025-01-01,2025,1,Jan,Wednesday,5
2025-01-29,Wireless Headphones,34,88.52,44.9,102,South,Wholesale,3009.68,1526.6,1483.08,2025-01-01,2025,1,Jan,Wednesday,5
2025-01-29,Smart Speaker,13,71.32,40.13,89,South,Wholesale,927.1599999999999,521.69,405.4699999999998,2025-01-01,2025,1,Jan,Wednesday,5
2025-01-29,Gaming Mouse,25,40.31,24.52,81,North,Retail,1007.75,613.0,394.75,2025-01-01,2025,1,Jan,Wednesday,5
2025-01-30,Webcam,18,59.16,35.27,50,North,Online,1064.8799999999999,634.86,430.01999999999987,2025-01-01,2025,1,Jan,Thursday,5
2025-01-30,Smart Speaker,19,73.81,40.56,109,West,Retail,1402.39,770.6400000000001,631.75,2025-01-01,2025,1,Jan,Thursday,5
2025-01-30,Wireless Headphones,37,88.5,49.87,152,South,Online,3274.5,1845.1899999999998,1429.3100000000002,2025-01-01,2025,1,Jan,Thursday,5
2025-01-30,Office Chair,13,158.91,86.27,55,West,Wholesale,2065.83,1121.51,944.3199999999999,2025-01-01,2025,1,Jan,Thursday,5
2025-01-30,Gaming Mouse,40,43.31,26.81,92,East,Wholesale,1732.4,1072.3999999999999,660.0000000000002,2025-01-01,2025,1,Jan,Thursday,5
2025-01-30,LED Monitor,24,187.42,100.68,66,South,Wholesale,4498.08,2416.32,2081.7599999999998,2025-01-01,2025,1,Jan,Thursday,5
2025-01-30,Laptop Stand,26,37.26,19.38,58,East,Retail,968.76,503.88,464.88,2025-01-01,2025,1,Jan,Thursday,5
